NAME（名字）,ALIAS（别名）,ACTORS（演员）,COVER（图片）,DIRECTORS（导演）,GENRES（分类）,LANGUAGES,REGIONS（国家）,RELEASE_DATE（时间）,STORYLINE（简介）
一触即发  ,,洪金宝/温碧霞/毛舜筠/尹扬明/黄光亮/梅爱芳/刘江,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2349397309.jpg,林岭东,剧情/动作,粤语,香港,1991/5/16,沙展刘检获一辑淫照交予上司姜警司后不久，即遭冷面杀手大虎所杀，多年拍档阿Pitt誓要替老友复仇，追赶原凶，于是逐一线索查探，张于发现面档肥老鹅是唯一的目击证人，邀得他的帮助，于是顺利将大虎拘捕，可惜他随即被金律师担保外出。大虎为向肥鹅报复，派人向其家掷燃烧弹；使他变得无家可归。于是Pitt邀他回家暂住。
第76届奥斯卡颁奖典礼  ,2004第76届奥斯卡金像奖颁奖典礼 / 第76届美国电影学院奖,比利·克里斯托,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2560050228.jpg,路易斯·J·霍维茨/特洛伊·米勒,音乐,英语,美国,2004/2/29,第76届奥斯卡金像奖颁奖典礼
透光的树  ,,秋吉久美子/永岛敏行,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2518873034.jpg,根岸吉太郎,剧情/爱情,日语,日本,2004/10/30,真爱或许只是在一瞬间，真爱或许只是在缠绵的肉体之间。25年前，他无意的一瞥就爱上了她；25年后，他又引导她重新进入欲望的世界……
寅次郎的故事44：寅次郎的告白  ,男人之苦：寅次郎的告白,渥美清/后藤久美子/吉冈秀隆,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2333015349.jpg,山田洋次,剧情/喜剧,日语,日本,1991/12/23,第44集《寅次郎的告白》(Tora San confesses)
被嫌弃的松子的一生  ,花样奇缘(港) / 令人讨厌的松子的一生(台) / 松子被嫌弃的一生 / 松子的悲惨人生,中谷美纪/瑛太/香川照之/市川实日子/伊势谷友介/柄本明/黑泽明日香/荒川良良/柴崎幸/土屋安娜/奥之矢佳奈/谷原章介/武田真治/片平渚/宫藤官九郎/角野卓造/田中要次/木村凯拉/谷中敦/剧团一人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg,中岛哲也,剧情/歌舞,日语,日本,2006/5/27,有一天父亲（香川照之饰）突然来找阿笙（瑛太饰），告诉他有个素未谋面的姑姑死了，叫他去收拾下姑姑的房子。在河边的破烂小屋里，阿笙渐渐开始了解父亲口中的姑姑，到底有着怎样的一生。
P.U.N.K.S.  ,,凯西·莫拉蒂 Cathy Moriarty/兰迪·奎德 Randy Quaid/杰西卡·奥尔芭 Jessica Alba,https://img3.doubanio.com/view/subject/l/public/s1479695.jpg,肖恩·麦克纳马拉 Sean McNamara,喜剧/科幻,英语,美国,1999/1/5,A group of misfit teens evade a corrupt scientist when they steal and attempt to return a suit that delivers supernatural strength to its wearer.
老夫子2001  ,,谢霆锋/张柏芝/黎耀祥/陈惠敏/张坚庭/罗冠兰/关宝慧/刘以达/许绍雄/吴志雄/罗兰/林雪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2356564685.jpg,邱礼涛,喜剧/动作/动画,粤语,香港,2001/4/5,老夫子漫画的主编王泽决定封笔，导致本来衣食无忧的漫画人物老夫子和大番薯顿时成了失业青年，两人出尽招数找工作却屡屡碰壁。
男女之间之恋爱无规则  ,,茱丽叶·比诺什 Juliette Binoche,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447284525.jpg,迈克·菲吉斯 Mike Figgis Walter Bernstein,剧情/爱情,英语,美国,1991/8/18,"Three short stories about women & men relationship. The first about a successful boxer in New York, whose wife only wants to return to her home town in Kansas. The second about a man who has to take care of his wife and children because the woman is alcoholic. The third about a brief but tortuous encounter between the writer Henry Miller and a prostitute in Paris."
红莲之蓬莱岛  ,,山口胜平/雪野五月/辻谷耕史/桑岛法子/渡边久美子,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2517464126.jpg,筱原俊哉,喜剧/动作/动画/冒险,日语,日本,2004/12/23,蓬莱岛，相传为古时候的神之岛，秦始皇曾派徐福及三千童男童女寻找蓬莱，以觅长生不老之方。岛上生活着人类、妖怪和半妖，他们和睦相处，自由自在。为了防止半妖受到伤害，巫女奏使用法术使蓬莱岛隐藏起来，每隔50年才会伴着浓雾出现一次。然而邪恶的四斗神趁小岛结界虚弱之际潜入，污染鸣动之窑，对岛上居民进行无情统治和屠杀。在戈薇到达战国时代的50年前，犬夜叉曾和桔梗乘船登上蓬莱，结果遭遇四斗神。在交战中，犬夜叉的力量被四斗神封印。
冲出亚马逊  ,,侯勇/穆立新/汤姆·巴特勒/JR·波恩/强·库斯勃特,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1798753903.jpg,宋业明,剧情/动作,汉语普通话,中国大陆,2002/7/1,1999年，两名中国特种兵参加了国际猎人学校的特种兵训练，他们经受了种种极端考验，为中国特种兵赢得了荣誉，本片根据他们的故事改编而成。
母子威龙  ,龙妈出差,西尔维斯特·史泰龙/艾斯黛拉·格蒂/乔贝兹·威廉姆斯/罗杰·里斯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2157448842.jpg,罗杰·斯波蒂斯伍德,喜剧/动作,英语,美国,1992/2/21,史特龙是位巡遢不羁的洛杉矶警察，爱丝蒂莉是史特龙的母亲，由于她疼爱儿子过了头，常使儿子感到尴尬、于是处处躲她，偏偏事与愿违，甘蒂在造访儿子途中目睹凶案成了警方证人，而儿子正好承办此案，于是母亲无可避免卷入儿子生活，且变本加利干涉，一会儿要撮合他娶妻、帮他追求女上司，一会儿要协助他破案升官，处处搅司的结果，搞得儿子满头大汗，而母亲竟然不是盖的，凭著一身耍枪的真功夫，对付犯人的本事绝不输儿子。
穿越时空的思念  ,時代を越える想い,山口勝平 Kappei Yamaguchi/雪野五月 Satsuki Yukino/辻谷耕史 Koji Tsujitani/桑島法子 Hoko Kuwashima/渡辺久美子 Kumiko Watanabe,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2517464938.jpg,篠原俊哉 Toshiya Shinohara,动作/爱情/动画/冒险,日语,日本,2001/7/21,元军攻打日本之际，中国大陆的妖怪为了得到死者魂魄亦东渡日本。在这里，他们遭遇了犬夜叉的父亲斗牙王。经过一番艰苦鏖战，大陆妖怪最终被封印在斗牙王的牙齿中。
兄弟情  ,,堂本刚/国分太一,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2532565277.jpg,薮内省吾,喜剧,日语,日本,2005/2/10,兄弟情是什麽？家庭的牵绊是什麽？自由是什麽？爱又是什麽？
还有明天  ,,浜田雅功/柳葉敏郎/東野幸治/藤井隆/遠藤章造/田中直樹,https://img3.doubanio.com/view/subject/l/public/s7005882.jpg,岩本仁志,喜剧,日语,日本,2002/10/25,全片由综艺节目的搞笑主持天王滨田雅功为中心，以日本中坚商社为舞台，描写职场的酸、甜、苦、辣。
棒球英豪  ,邻家女孩,长泽雅美/齐藤祥太/齐藤庆太/平塚真介/上原風馬/安藤希/福士诚治/风吹淳/若槻千夏/德井优/小日向文世/宅麻伸,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p662443095.jpg,犬童一心,剧情/爱情/运动,日语,日本,2005/9/10,比邻而居的浅仓和上杉两户人家关系密切，两家的娃娃小南（长泽雅美 饰）与双胞胎兄弟达也（齐藤祥太 饰）、和也（齐藤庆太 饰）更是从小玩到大的好朋友。受父母的影响，三个孩子对棒球情有独钟，他们相约共同走入宛如圣地的甲子园。步入青春时代，别样的情怀在少男少女心间萌生。弟弟和也率领球队挺进甲子园，成为学校内的风云人物。小南担任棒球部经理，守护着青梅竹马每一天。哥哥达也拥有比弟弟更出色的棒球才能，但是上了高中后却放弃棒球，加入拳击部。个中情思，谁人能知。一场意外，却改变了少男少女的人生……
惊魂摄魄  ,恐怖街区,布莱恩·科兰斯顿/威尔·埃斯蒂斯/布兰达·斯特朗/珊达·法尔/韦德·威廉姆斯/弗瑞德里克·林恩/卡迈因·吉欧凡纳佐/艾莉森·史密斯/大卫·德路易斯/约翰·瑞特,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2357404003.jpg,兰斯 W. 德里森 (Lance W. Dreesen),喜剧/惊悚/恐怖,英语,美国,2000/10/18,房屋中介卡特先生带着艾伦和玛丽安夫妇在城郊看房的过程中，透露了三座房子令人恐怖的过去。第一个故事里，生意人发现妻子出轨，捉奸时反倒被杀。可妻子却不断梦见自己的丈夫变成僵尸来回来报复。第二个故事讲述了女儿收养野猴子波波，却给家人带来一场噩梦。第三个故事是关于能通灵的年轻人前去警告变态杀手的下一个受害者...
极度重犯  ,重案背后,古天乐/张智霖/任达华/吕良伟/蔡少芬/巫启贤/高飞,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2190182572.jpg,林岭东,动作/惊悚/犯罪,粤语,香港,1998/7/16,职业杀手唐（古天乐 饰）因杀人罪被捕，在狱中度过了漫长的十二载。刑满释放后的唐暗暗下定决心，要与过去划清界限，在余生里做一个好人。可是，唐曾经的好友陈雄（任达华 饰）和马克斯（张智霖 饰）却并不愿意就此放过他，他们希望唐能够再度出山，做掉菲律宾总统候选人。
少年往事  ,,翟天临/马晓倩/俞闻天/张斯会/孙祺/管西庆/马修伊·恰希安/吕经晨/吕纬辰/杨梦超,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509127061.jpg,陈建忠,剧情,汉语普通话,香港,2003/9/25,1928年的青岛，方忆琳（马晓倩 饰）和尧永诺（翟天临 饰）结识于一把教堂外遗失的小提琴，两人由此变成了无话不谈的好朋友。在方为反抗母亲逼迫她订婚而离家出走后，尧义不容辞地将她偷偷安置在海边的废弃小船中。尧悉心照顾生病一人的方，方也帮尧一起追寻要成为音乐家的梦想。然而少年们的宴席也终有散场的一天。在方决定坐船去欧洲寻父之后，尧和朋友们决定卖掉心爱的老爷车来帮方筹集船票的钱。当方真的买好船票准备远行之时，送行的尧也终于在岸边为她奏起了那首写给她的小提琴曲……
下一个就是你3  ,都市传奇：血腥玛丽,凯特·玛拉 Kate Mara,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2313323506.jpg,玛丽·莱姆伯特 Mary Lambert,惊悚/恐怖,英语,美国,2005/7/19,萨曼莎（凯特·玛拉 Kate Mara 饰）是某高中校报的记者，她因报道校队的丑闻而被列入禁止参加返校节的黑名单，她的两位好友金娜和明迪（Olesya Rulin 饰）也一同遭殃。三个女孩无所事事，聚在一起讲故事打发时光。她们先是讲述了1969年盐湖城一个名叫玛丽的乖乖女被校队成员杀害的传说，随后又提到了恐怖的“血腥玛丽”。在此之后，三个女孩神秘消失，次日则在郊区的废弃工厂出现。虽然当事人认定这起事件实为球队男孩们所为，但萨曼莎却从这一刻起经常被“血腥玛丽”的欢迎所困扰。
咒怨录像带版  ,,柳忧怜/栗山千明/三轮瞳/三轮明日美/小山僚太/藤贵子/松山鹰志,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2230107928.jpg,清水崇,悬疑/恐怖,日语,日本,2000/3/18,名叫佐伯俊雄（小山僚太 饰）的男孩多日未曾上课，他的级任教师小林俊介（柳优怜 饰）按照地址登门拜访，发现家里乱七八糟，臭气熏天，而独自在家的俊雄则浑身是伤，精神恍惚。俊雄的父母行踪不明，他的妈妈伽椰子（藤贵子 饰）是小林大学时代的同学，且一直对小林心存爱慕，但是这份心思为伽椰子乃至她身边所有的人带来难以预料的悲剧。村上一家搬入一幢独栋房产，在一个毫无征兆的日子里，厄运忽然降临，无论是村上一家还是与之相关的家庭教师（三轮ひとみ 饰）、异性好友（栗山千明 饰），皆遭遇了令人不寒而栗的恐怖恶灵。
辣手美人心  ,致命恋人 / 终极分析 / 最后的分析,理查·基尔/金·贝辛格/乌玛·瑟曼/埃里克·罗伯茨,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2519836047.jpg,菲尔·乔安诺,剧情/爱情/惊悚,英语,美国,1992/2/7,著名的精神病理学家艾萨卡·巴里在为迪安娜·贝勒治疗中认识了她的姐姐，美丽的海丝·埃文思，并爱上了她。在一次情绪失控下，海丝用器械误杀了自己的丈夫。艾萨卡四处奔走，在法庭上竭力为海丝辨护。然而，艾萨卡渐渐发现自己成了一个阴谋的工具……
绷带  ,爱·乐团 / 乐队年华 / 乐队时代 / 樂團年代,赤西仁/北乃绮/高良健吾/柴本幸/笠原秀幸/金子统昭/杏/伊藤步/齐藤由贵/长谷川初范/近藤芳正/财津和夫,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p541703269.jpg,小林武史,剧情/爱情/音乐,日语,日本,2010/1/16,偶然的机缘，平凡女孩都筑麻子（北乃绮 饰）随好友来到了摇滚乐队Lands的演唱会现场。她们伪装成工作人员进入后台，并因意外结识了乐队的主要成员夏（赤西仁 饰）和健二（笠原秀幸 饰）。夏似乎对麻子颇有好感，因此邀请她参加乐队的庆功会。不过，美丽冷艳的乐队经理Yukari（伊藤步 饰）并不喜欢无关人士过多地参与进来，她与夏针锋相对，令麻子不知所措。数日后，Yukari因病住院，麻子借此机缘成为了Yukari的助理，二人携手打理关于Lands的所有繁杂事务。在向着理想和成功迈进的道路上，这群年轻人们却要切身体会着来自梦想和现实的巨大撕裂感……
蝉时雨  ,蟬時雨,市川染五郎/木村佳乃/绪形拳/石田卓也/佐津川爱美,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2257394605.jpg,黑土三男,剧情/爱情,日语,日本,2005/10/1,江户时代的东北的海坂藩，下级武士牧文四郎（市川染五郎 饰）的养父卷入一场派系之争，最终养父被勒令切腹自尽，牧家旋即败落，文四郎也背上了叛徒子女的恶名。 文四郎与少女阿福自幼青梅竹马，互有爱意。然有缘无份让二人擦肩而过，天各一边。此去经年，如今的文四郎仍是一名郁郁不得志的小武士，而阿福（木村佳乃 饰）则早已成为藩主的宠妾。为避免在夺嗣之争中惹祸上身，怀有身孕的阿福被秘密送回海坂，文四郎违抗一位家老抢夺阿福孩子的命令，反而成为她与她的孩子的贴身护卫。蓦然回首，沧海桑田，两个相爱之人别有一番滋味在心头…… 本片根据藤泽周平同名小说改编。
