NAME（名字）,ALIAS（别名）,ACTORS（演员）,COVER（图片）,DIRECTORS（导演）,GENRES（分类）,LANGUAGES,REGIONS（国家）,RELEASE_DATE（时间）,STORYLINE（简介）
秘密遗产  ,财富 / 藏错尸体杀错人 / 幸运饼,格伦·克洛斯/朱丽安·摩尔/丽芙·泰勒/克里斯·奥唐纳/查尔斯·达顿,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2456947153.jpg,罗伯特·奥特曼,剧情/喜剧,英语,美国,1999/4/2,Cookie密西西比州某个平静的小镇里，居民对镇上一位老寡妇的称呼。Cookie是一个作风传统的家族的长者，一直和她的两个侄女：咄咄逼人的Camille和羞涩的Cora住在一起。Cora的可爱女儿Emma搬回来与长辈同住，同时与当地的年轻警察Jason发生浪漫的恋情。Camille是当地的戏剧导演，在一次演出之后，她发现Cookie老太太自杀了！担心此事将影响家族的声誉，她将现场伪造成入室行窃杀人。这样做的后果是使得Cookie老太太的好朋友，Willis成为了主要嫌疑人。虽然小镇的其他居民不相信Willis会犯罪，但对此案疑团重重的警官Otis并没有放过蛛丝马迹，终于在复活节假期里揭开了更多令人震惊的真相……
机密追缉令  ,,詹姆斯·贝鲁什/米盖尔·弗尔/彼得·博伊尔/切尔西.菲尔德/安东尼·海德,https://img1.doubanio.com/view/subject/l/public/s11096568.jpg,罗德·霍尔卡穆,动作,英语,美国,1994/4/3,"Royce is a member of the ultra-secret service ""Black Hole"", working for the US Government on top-secret missions."
木更津猫眼世界系列  ,木更津猫眼 世界大赛 / 木更津猫眼 World Series / 木更津猫眼 — 世界系列,冈田准一/樱井翔/冈田义德/佐藤隆太/塚本高史/酒井若菜,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p764157116.jpg,金子文纪,剧情/喜剧,日语,日本,2006/10/28,"Bussan死後三年，Bambi、Ani、Master和Uchi四人各散东西，过着自己的生活。四人一直为没有跟Bussan好好的告别而耿耿于怀。某日，Bambi突然听到一把酷似Bussan的声音由天上传来「If you build it, he will come.」。为了这句说话，四人再次在木更津聚首…"
杀人俏娇娃  ,,夏目玲/苅谷俊介/一色彩子/六平直政/渡辺哲/遠藤憲一,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509596196.jpg,原隆仁,剧情,日语,日本,1996/9/3,主人公シェリル(夏目玲)は裏社会で生きるプロのボディーガード。ある日、伝説の殺し屋「フクロウ」からある男をガードする依頼がシェリルのもとに舞い込んだ。だが不覚を取られ、敵を倒すチャンスを逸したシェリルはフクロウの執拗な追撃を受け、仕事仲間を次々と殺されてしまう。プロとして依頼人を逃がすべく、敵と交わす最後の激しい戦いの中でシェリルの過去とフクロウとの謎が次第に明らかになっていく???
老师不是人  ,夺命高校 / 异种教师 / 异种教师Feelers,乔什·哈奈特/伊利亚·伍德/克里·杜瓦尔/乔丹娜·布鲁斯特/劳拉·哈里斯/法米克·詹森/肖恩·海托西/亚瑟·雷蒙德/乔恩·斯图尔特/萨尔玛·海耶克/罗伯特·帕特里克,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2209392026.jpg,罗伯特·罗德里格兹,科幻/悬疑/惊悚/恐怖,英语,美国,1998/12/25,俄亥俄州赫灵顿高中，似乎就在一夜之间，学校的老师以及部分优等生就变得十分奇怪。原本态度和蔼的他们如今冷峻阴森，而这种情况似乎愈演愈烈。
小亲亲  ,别惹我,郭富城/陈慧琳/陈辉虹/陈逸宁/张智霖/张国荣/张达明/宣萱/雷颂德/毛舜筠/曾志伟/谢天华,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2283607482.jpg,奚仲文,喜剧/爱情,粤语,香港,2000/6/30,专栏作家吴秋月（陈慧琳 饰）笔锋一向泼辣，并以专栏《月经》闻名。因为一张怀旧的黑胶唱片与电台DJ章戎结怨。章戎专门在电台聆听听众的感情烦恼事。接着二人有了更多的见面机会，可是每次都是斗气收场，水火不容。但不过多久的相处，两人却互有了好感，很快陷入了热恋。秋月的前男友此时想要回到秋月的身边，并向求婚及提出移民的要求。秋月收拾好了行李做好了准备，可是心里却始终不知如何是好，心里还是放不下章戎。
人鼠之间  ,鼠与人,约翰·马尔科维奇/加里·西尼斯/雷·沃尔斯顿/凯西·希玛兹科/雪琳·芬,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2204411122.jpg,加里·西尼斯,剧情,英语,美国,1992/9/16,蓝尼犯了一点小错误，他摸了女孩的衣服，却被村民误会而追补，好友乔治带他一起往南方亡……。他俩梦想买块地，然而智力仅有孩童的蓝尼却不断犯错，每惹麻烦，他们就得离开，存不了钱。在牧场他们努力工作编织梦想。不料蓝尼又犯了错，他不小心扭断了女主人的脖子，这回乔治不再带著蓝尼逃亡了，却做了最悲凉，最无可奈何的决定……
G4特工  ,,张智霖/黄秋生/李若彤/陈法蓉/王敏德/程峰/张睿羚,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2354809718.jpg,林超贤,动作,粤语,香港,1997/11/27,阿羿（张智霖 饰）是一名特警，执行任务时偶然发现了某公司老板跟韩国的激进分子有密切的联系，更打算从台湾偷运武器到香港。阿羿很快掌握到情报并与之展开了搏斗，不料他的领队晟（黄秋生 饰）在枪林弹雨正牺牲了，首犯金也逃脱了。
交渉人真下正義  ,交涉人 / 谈判专家· 真下正义,中山裕介/柳叶敏郎/寺岛进/小泉孝太郎/水野美纪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p650415035.jpg,本广克行,动作,日语,日本,2005/5/7,东京地下铁发生了警视厅史上最恶劣的大规模犯罪事件。东京地铁最新型的车辆E4-600被不知道是谁的犯人劫持了！并非是持枪抢劫，而是E4-600不受总台控制，而被黑客控制了。E4-600在东京地下铁随意行驶，正常的公共交通瞬间陷入恐慌！警视厅紧急对策会议召开，捜査一课的室井慎次（柳叶敏郎饰）作为管理官，召集真下正义（中山裕介饰）的科技办案课室展开行动。而此时犯人打来电话，不仅指名点姓要与真下正义警官斗智，还声称拥有大量炸弹，准备在东京爆破这些炸弹。真下正义要靠自己的谈判专家能力与犯人死斗，还要赶上与恋人柏木雪乃（水野美纪饰）的约会。他能赢得正义，与心上人的爱吗？
O记三合会档案  ,,刘青云/吴镇宇/朱茵/彭丹/谢天华/李兆基/吴志雄/林尚义,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1946287538.jpg,霍耀良,动作/犯罪,粤语,香港,1999/3/18,20世纪50年代末60年代初的香港，警匪勾结，乌烟瘴气。其中，九龙城寨更是一个龙蛇盘踞，令人闻风丧胆的混乱所在。
丈夫一箩筐  ,三个茶煲一个佬 / 复制丈夫,迈克尔·基顿/安迪·麦克道威尔,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2488849992.jpg,哈罗德·雷米斯,喜剧/科幻/奇幻,英语,美国,1996/11/7,无论是为人父还是为人夫，道格都很称职，但是他太忙了，没有时间亨受生活。与遗传学家的巧遇让他生出一个大胆的想法，何不把自己复制几个，那不就分身有术了么。但是，想得好还得行得能，不知道格1、2、3、4、5的人生各是什么样。
四分钟  ,,乔纳森·沃顿,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2532378743.jpg,查尔斯·比森,剧情,英语,美国,2005/10/6,The story of the four minute mile-breaker Roger Bannister.
插翅难飞  ,危机任务 / 插翼难飞,雷·利奥塔/罗伦·荷莉/布莱丹·格里森/埃克托尔·埃利松多/雷切尔·蒂科汀/杰弗里·德曼/约翰·芬/本·克劳斯/凯瑟琳·海克丝/迈克尔·哈尔尼/格兰德·L·布什,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220860573.jpg,罗伯特·巴特勒,动作/惊悚,英语,美国,1997/1/10,圣诞节前夕，空气中弥漫着节日的气息，“越州47”航班上，坐满了即将赶回家中同亲人们团聚的乘客，其中，有两个人显得是那样的格格不入，他们是穷凶极恶的罪犯史达斯（布莱丹·格里森 Brendan Gleeson 饰）和韦弗（雷·利奥塔Ray Liotta 饰），两人被四名警察押解着，前往洛杉矶。
魅力四射  ,啦啦小野猫 / 美少女啦啦队,克斯汀·邓斯特/艾丽莎·杜什库/杰西·布拉德福特/加布里埃尔·尤尼恩/克莱儿·克拉莫/尼克尔·比德尔贝克/史尼娜·乔尔森/里尼·贝尔/内森·韦斯特/亨特利·里特/沙马里·费尔斯/纳蒂娜·里德/布兰迪·威廉姆斯/理查德·希尔曼/林赛·斯隆/比安卡·卡里什/霍尔姆斯·奥斯本/科迪·麦克马斯/伊恩·罗伯茨/克莱蒙汀·福特/格兰特·汤普森/玛丽·科尔/珠·芧泽/特蕾西·帕切科/瑞安·德拉蒙德/安妮·弗莱彻/达尼爱拉·库恩/阿洛马·赖特/佩顿·里德/乔迪·哈里斯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1452331723.jpg,佩顿·里德,喜剧/爱情/运动,英语,美国,2000/8/22,蓝丘高中有一支著名的拉拉队名叫“托罗”，这支队伍已经连续六届称霸在全国的拉拉队比赛。多伦斯（克尔斯腾?邓斯特 饰）接手这支拉拉队成为新一任队长，她雄心勃勃的想要队伍在自己的带领下继续光辉的前程。就在她们正准备积极备战与全国比赛的时候，多伦斯才惊讶的发现，那套她们引以为豪的舞步原来是前任队长从对手那里学来的。
哆啦A梦：大雄与白金迷宫  ,,大山信代/小原乃梨子/立壁和也/肝付兼太/野村道子,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2555453854.jpg,芝山努,科幻/动画/冒险,日语,日本,1993/3/6,春假来临，大雄的爸爸从午夜电视里放送的神秘广告中得知白金饭店的存在，那里环境优美，四季如春，远处的雪山则常年积雪，是度假的绝佳之选。但是这个胜地究竟在何方却无从得知，朋友们都认为大雄在吹牛。正当他倍感失望打算离家出走的时候，一个神秘的手提箱送到野比家。通过这个箱子，大雄和哆啦A梦来到了白金小岛。
哆啦A梦：大雄与梦幻三剑士  ,,大山信代/小原乃梨子/野村道子/立壁和也/肝付兼太,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520701848.jpg,芝山努,科幻/动画/冒险,日语,日本,1994/3/12,现实生活中，大雄（小原乃梨子 配音）经常受到老师和妈妈的责骂，还常被小夫（肝付兼太 配音）、胖虎（立壁和也 配音）欺负。他无时无刻不在梦想成为胆识过人、实力强大的超级英雄。为了帮心情低落的大雄一圆英雄梦，哆啦A梦（大山のぶ代 配音）拿出造梦机器。经过一番挑选，大雄鬼使神差地选择了《梦幻三剑士》的剧情。在精灵西露可（山本道子 配音）的引领下，大雄来到了梦中的亚米鲁曼王国。在这里，他被称为银剑客诺比尼亚，宿命中将要推翻妖灵大帝奥特罗姆对亚米鲁曼王国的统治，他还遇到小夫和胖虎模样的剑客斯内密斯、贾托斯。他们联手向妖灵军团发起冲击，而在这一过程中，现实和梦境的界限渐渐混淆……
哆啦A梦：大雄与动物行星  ,哆啦A梦：大雄与惑星之谜,大山信代/小原乃梨子/野村道子/立壁和也/肝付兼太,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520701139.jpg,芝山努,科幻/动画/冒险,日语,日本,1990/3/10,大雄在睡梦中通过粉红色的雾走进一个动物王国，里面人人和平相处，科技发达，是真正的乌托邦！原来动物王国是在遥远的星球，而粉红色之雾是来自未来世界的随意气，是可以用来通往遥远的地方！哆啦A梦回到地球后，收到未来动物星球的求救消息，但随意气已经用完，他们该怎么办呢？
哆啦A梦：大雄的阿拉伯之夜  ,大雄的天方夜谭 / 大雄的一千零一夜,大山信代/小原乃梨子/野村道子/立壁和也/肝付兼太,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2520701413.jpg,芝山努,科幻/动画/冒险,日语,日本,1991/3/9,哆啦A梦（大山信代 配音）拿出了一个可以进入连环画的鞋子，大家跳进连环画玩，可是静香（野村道子 配音）丢了一只鞋子，没有回来。而连环画被大雄的妈妈烧毁了。于是，大家必须去古代的阿拉伯，寻找童话与现实有衔接的地方，找寻静香的下落。静香是被奴隶贩子拐走了，而大家先是遭遇四十大盗，哆啦A梦的口袋也被偷了，然后大家在海上遭遇暴风雨，拣回一条命被冲到了大沙漠，只能在一望无际的沙漠里艰辛的寻找静香的下落。沙漠里，大家经受着常人无法忍受的困难，大雄严重中暑昏迷，小夫屡屡看到幻像。他们后来发现了一个黄金宫，国王是《一千零一夜》里的风云人物水手辛伯达，他有着大魔神，神灯，飞毯等许多不可思议的，只会出现在《一千零一夜》童话故事里的道具。他为什么会有这些东西？面对想抢夺黄金宫的奴隶贩子和四十大盗，大雄一行人将如何化险为夷……
梦女孩  ,梦幻女郎 / 追梦女郎 / 寻梦女郎 / 梦女郎,杰米·福克斯/碧昂丝·诺尔斯/艾迪·墨菲/丹尼·格洛弗/詹妮弗·哈德森/阿尼卡·诺尼·罗斯/基斯·罗宾逊/莎朗·莉尔,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1196027521.jpg,比尔·康顿,剧情/音乐/歌舞,英语,美国,2006/12/25,60年代的底特律，3个黑人女孩蒂娜(碧昂丝?诺尔斯 Beyonce Knowles 饰)、埃菲 (詹妮弗?哈德森Jennifer Hudson 饰)和劳莱尔(阿尼卡?诺尼?罗斯Anika Noni Rose 饰)组成了“梦想”组合，一心要在选秀赛中开拓歌唱生涯。然而，比赛结果却令她们大失所望，柳暗花明的是，她们被经纪人柯蒂斯（杰米·福克斯 Jamie Foxx 饰）看中，雄心壮志的要把她们打造成受市场欢迎的流行歌手。
遇人不熟  ,遇人不熟(台) / 东京一夜 / 我的带衰日記,中村靖日/山中聪/板谷由夏/雾岛丽香/山下规介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1709976573.jpg,内田贤治,剧情/喜剧/爱情,日语,日本,2005/7/16,故事发生在一夜之间。无名小卒宫田(中村靖日 饰)每天上班下班过着简单平凡的生活。刚刚被男友劈腿分手的真纪（雾岛丽香 饰）走出了他们同居的房子，失魂落魄的在饭馆遇上了在吃饭的私家侦探神田（山中聪 饰）和宫田。单纯善良的宫田把痛苦无家可归的真纪领回了家暂住。对真纪有了好感，想进一步发展下去。不料，分手半年的前女友阿美（板谷由夏 饰）却突然出现。侦探神田和阿美进行了一项秘密交易，牵扯上了黑社会老大浅井（山下规介 饰）一笔丢失的巨款，这笔巨款和几个人都牵扯上了关系。真相慢慢浮上水面，5个人的命运和嘴脸在一夜之间无处遁形。
火爆麻吉  ,明天好运到,派瑞·申,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2508687449.jpg,林诣彬,剧情/犯罪,英语,美国,2002/1/12,本·马尼拜格(派瑞·沈饰)是一名亚裔美国高中少年——一个极其聪明的完美主义者，背负着亚洲人的传统思想，但是过于有成就感反而成为一种井蛙之见，直接束缚了他思想的正常发展。本生活在加利福尼亚州橘县的一个保守的郊区，学校和班级都是一样的压抑，生活中除了三点一线似乎再没有其他的激情可言。就这样平淡地渡过中学时光，本毕业时是班级成绩最优秀的学生，顺利地进入到最好的常春藤联盟大学。
神秘拼图  ,人骨拼图 / 骨中罪,丹泽尔·华盛顿/安吉丽娜·朱莉/奎恩·拉提法/迈克尔·鲁克/迈克·麦格隆,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2222701213.jpg,菲利普·诺伊斯,剧情/悬疑/惊悚/恐怖/犯罪,英语,美国,1999/11/5,林肯（丹泽尔?华盛顿 饰）因为公务导致全身瘫痪，他曾是享誉一时的侦探，破案无数，但自从他瘫痪后他便把自己封闭起来。这次，他因为一宗神秘的杀人案，受到了纽约警察的邀请帮忙，刚开始林肯是拒绝邀请的，但看到案情后便对此案产生了情绪。
异世浮生  ,时空拦截 / 雅各布的梯子 / 雅克布天梯,蒂姆·罗宾斯/伊丽莎白·佩纳/丹尼·爱罗/马特·克拉文/普路特·泰勒·文斯/麦考利·卡尔金,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1726243546.jpg,阿德里安·莱恩,剧情/悬疑/惊悚,英语,美国,1990/11/2,现就职于纽约的邮局职工雅各布·辛格（蒂姆·罗宾斯 Tim Robbins 饰），曾是在越战中险象环生的退伍老兵。不堪回首的破碎记忆时刻刺痛着他的每一根神经，失败的第一次婚姻，夭折死去的儿子，以及折磨他最深的越战后遗症。他常常出现在越战服役期间被追杀的幻觉，熟悉又陌生 的种种细节，亦幻亦真。他的现任妻子试图帮助雅各布忘却这段痛苦的记忆，然而这些穿梭在梦境和现实里的情节遭遇，让雅各布彻底失去了理智。每当生死攸关的时刻，雅各布总会在另外一个时空醒来。孰真孰假的错觉，让他游离在现实和幻想的世界中不能自拔。
男人们的大和  ,大和号 / 男人们的大和号 / 男人的大和,反町隆史/中村狮童/铃木京香/松山研一/长岛一茂/苍井优/余贵美子/池松壮亮/寺岛忍/白石加代子/奥田瑛二/渡哲也/仲代达矢/本田博太郎/井川比佐志/胜野洋,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p764682387.jpg,佐藤纯弥,剧情/历史/战争,日语,日本,2005/12/17,故事背景设定在太平洋战争中后期，日本海军在中途岛海战中被美海军大败；第一机动舰队4艘航母被击沉；联合舰队司令长官山本五十六大将战死，太平洋上各岛屿的日军守备部队先后覆没，日海军处于严重不利的形势。
人皮灯笼  ,新人皮灯笼,梁家辉/邱淑贞/黄光亮/张耀扬/苑琼丹/黄斌/林迪安,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2332513174.jpg,刘伟强,剧情/惊悚,粤语,香港,1993/11/27,1963年，一伙黑帮分子在老大的指使下将一对情人残忍杀害，男子被埋在“十世受苦，不得超生”的阴穴处；而女子被扒皮，皮罩在灯笼上，永世不得超生。
白发魔女2  ,,林青霞/陈锦鸿/钟丽缇/万绮雯/张国荣/钟淑慧/孙国豪/李香琴/罗兰/陶君薇,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2332485913.jpg,胡大为,动作/爱情/奇幻,粤语,香港,1993/12/22,自从邪教魔女练霓裳（林青霞饰）与武当首徒卓一航（张国荣饰）分道扬镳之后，从此销声匿迹。但数年之后魔女却已走火入魔，建立魔宫，并练得天下无敌奇功，四处杀戮正派人士。卓却独自呆守于雪峰顶，待奇花盛开之日再觅爱人芳踪，让昔日爱人重生黑发。
北京乐与路  ,跳豆,耿乐/舒淇/吴彦祖/吴耀汉/俞飞鸿,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p482459451.jpg,张婉婷,剧情/歌舞,汉语普通话,香港,2001/10/25,香港的创作乐手Michael（吴彦祖）因故滞留北京，与一群真心热爱着摇滚乐的北漂青年相遇。他们有着自己的乐队，乐队主唱叫做平路（耿乐），队里还有个活泼反叛的领舞女孩儿杨颍（舒淇）。Michael被这群年轻人深深吸引着，他喜欢他们对音乐苦苦的执着精神，一路跟着他们到乡下走穴。
机动警察剧场版2  ,机动警察2：和平保卫战 / 机动警察电影版2：和平保卫战,富永美伊奈/古川登志夫/池水通洋/西村知道/根津甚八/竹中直人/二又一成/乡里大辅/阪脩/大林隆介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1137696692.jpg,押井守,剧情/科幻/动画/悬疑/惊悚,日语,日本,1993/8/7,2002年冬天，横浜大桥突然被战斗机炸毁，媒体虽然报导此为自卫队战机所为，但实际上这架战机却并不存在。民众广泛对自卫队产生了不信任感。特车二课第二小队的后藤（大林隆介 配音）队长察觉此事与在99年的那场事件中失踪的自卫队队员柘植有关——1999年，日本陆上自卫队的机器人 小队在一次联合国维和行动中遭到全歼。而柘植是特车二课第一小队队长南云（榊原良子 配音）原来的恋人。民众的不信任感达到了顶峰，处于戒严状态的东京面临着大骚乱，人们被即将爆发战争的危机笼罩着。在自卫队王牌队员荒川的帮助下，后藤（大林隆介 配音）和南云追查到了柘植的下落。后藤招集起泉（富永美伊奈 配音）、篠原（古川登志夫 配音）等特车二课原来的成员们，启动PATLABOR机器人进攻柘植的根据地……
梦幻银河  ,,小岭丽奈/浅野忠信/京野琴美/岛田久作/黑谷友香,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2548578899.jpg,石井岳龙,爱情/悬疑/惊悚,日语,日本,1997/2/15,故事发生在昭和年代初期，一座偏远而又宁静的小镇内，居住着一个名叫富子（小岭丽奈 饰）的女孩。富子是一名公共汽车售票员，每天都搭上同一辆车，走着同一条路线。循规蹈矩周而复始的生活让富子的内心十分苦闷，她对生活和工作厌倦至极。
罪恶判官  ,,罗芙洛/理查德·诺顿,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2545889058.jpg,罗伯特·高洛斯,动作,英语,美国,1990/12/3,"China O’brien; big city police woman; martial arts trainer, is forced to hand in her badge and head home to her father and the small town where she grew up. The peaceful town she knew is now struggling against the clutches of organized crime. When her father, the town sheriff, is killed China decides to run for his position and clean up the town. The poll results spark a series of confrontations that finally decide who runs the town"
消蚀  ,腐蚀,哈里斯·米切尔森/奥兹·珀金斯,https://img3.doubanio.com/view/subject/l/public/s1640913.jpg,吕列,剧情/爱情,英语,美国,2005/10/29,这是一部挑战亲密与道德尺度的异色悬疑片 叙述一位为单调性生活与平凡日子所困的家庭主妇艾琳 被一位生性习惯放荡不羈却又充满诱惑的陌生男子吸引而身陷其中的故事 刚结束一段恋情的盖伯遇上艾琳 本能的就邀请这位性感的已婚妇女到一处豪宅共进晚餐 虽然一开始有犹豫 两人立刻擦出火花 也约好第二次见面的时间 赴约后艾琳意外发现这次地点却是在一个平凡的郊区住宅 更没料到盖伯竟坦承这两次偷情其实都是他闯入别人的住宅所安排的 大吃一惊的艾琳当然重回丈夫怀抱 但与盖伯在陌生地方的狂野激情诱惑 终於让艾琳万劫不复
贝隆夫人  ,阿根廷，别为我哭泣(台) / 艾维塔 / 庇隆夫人,麦当娜/安东尼奥·班德拉斯/乔纳森·普雷斯/杰米·内尔/欧嘉·梅雷迪斯/劳拉·帕拉斯/安德莉亚·可儿/彼得·多卡普/加里·布鲁克/阿德里亚·科拉多/利迪亚·卡塔拉诺/马克·瑞安/玛拉·贝什泰利/艾伦·帕克,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1402610916.jpg,艾伦·帕克,剧情/歌舞/传记,英语,美国,1996/12/14,艾薇塔（麦当娜 Madonna饰）和当时在阿根廷颇为走红的歌手一夜情后，就以此为跳板踏上了前往布宜诺斯艾利斯之路。这个美丽的少女，就是日后名气大震的贝隆夫人。可是，15岁的艾薇塔一无所有，她被抛弃在陌生的城市里，唯一的资本就是自己的美貌。艾薇塔挤入了上流圈子，成为名流男士中间的交际花。随之而来的，是她进军娱乐圈取得的不俗成绩。她一跃成为名人，并在慈善会上结识了贝隆上校（乔纳森·普雷斯 Jonathan Pryce饰），二人情投意合。
新世纪福音战士剧场版：死与新生  ,,绪方惠美/林原惠美/宫村优子/三石琴乃/立木文彦/清川元梦/山口由里子/山寺宏一/关智一/岩永哲哉/岩男润子/石田彰/长泽美树/优希比吕/子安武人/麦人/川村万梨阿/土井美加/永野广一/平松晶子/长嶝高士/铃木胜美/矢岛晶子/关俊彦,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p454134242.jpg,庵野秀明/摩砂雪/鹤卷和哉,剧情/科幻/动画,日语,日本,1997/3/15,《新世纪福音战士》电影版第1部。分为“DEATH篇（死亡篇）”与“REBIRTH篇（新生篇）”两个部分。“死亡篇”以原TV版动画第1集到第24集的内容为基础，重新剪辑了一个总结篇。“新生篇”内容承接第24集内容：
骗局  ,大亨伪传 / 欺世盗名,理查·基尔/朱莉·德尔佩/霍普·戴维斯,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2315879399.jpg,拉斯·霍尔斯道姆,剧情/喜剧,英语,美国,2006/10/15,无人不知的美国大亨霍华德·休斯在晚年过起了隐居生活，在人们的心中愈加神秘，然而有关他的任何一点新闻都会牵动美国人的神经。
机动战舰剧场版：暗黑王子  ,机动战舰抚子号：黑暗王子,上田祐司/桑岛法子/南央美/日高法子/三木真一郎/伊藤健太郎/高野直子/冈本麻弥/飞田展男/小杉十郎太/小野健一/横山智佐/菊池志穗/长泽美树/置鲇龙太郎/永岛由子/松井菜樱子/森川智之/大谷育江/大塚明夫/松本保典/一城美由希/矢岛晶子/本井英美/川上伦子/今井由香 /安井邦彦/真殿光昭/饭塚昭三/干本雄之,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2237205435.jpg,佐藤龙雄,动画,日语,日本,1998/8/8,世间人多如天上之星，邂逅亦多如天上之星，紧接着的……是离别
妈妈的天空  ,自己的家 / 我们自己的家,凯西·贝茨/爱德华·福隆,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1367665363.jpg,托尼·比尔,剧情/传记,英语,美国,1993/11/5,这部影片主要讲述的是一个母亲和她六个孩子来到陌生的小镇生活的故事。他们家的破房子最后被大火烧了，母亲带着孩子们在废墟里哪怕捡没烧完的钉子，她也坚持不愿接受别人的施舍想独立把房子重建起来。
东瀛鬼咒  ,日本恐怖之夜,白石加代子/远藤章造/冈田义德/深浦加奈子/真木阳子/山口美也子/中村俊介/山崎树范/山田优/毛吕师冈/麻丘惠美/杉本哲太/香川照之/小岛圣/我修院达也/村杉蝉之介/岛田久作,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1519789394.jpg,中村义洋/落合正幸/清水崇/白石晃士/鹤田法男,惊悚/恐怖,日语,日本,2004/9/22,《蜘蛛女》：社会上突然流行蜘蛛女的传说，周刊杂志编辑山崎在大量的信件中发现端倪，他认定这一留言来自这个叫神谷的地方，于是启程前往调查，却踏上了一条诡异的不归路；《隙》：作家朋友清水失踪，身为保证人的小寺来到清水租住的公寓调查，他从好友留下的录像带中寻找蛛丝马迹，怪事突然发生；《牺牲咒》：OL大木真由某天早上收到一份奇怪恐怖的礼物，从好友玲子的口中，她得知科长福田会诅咒拒绝自己女孩的传言。这令真由心忧不已；《金发怪谈》：公司职员石黑赴美公干。借住董事别墅期间，一心期待与金发女郎共度春宵的石黑却遭遇一个金发女幽灵；《死亡凶兆》：某金融机构小职员俯川盗走公司客户名单，准备卖钱后和情人私奔，他在电梯中遭遇了分外诡异的三个人。
反恐怖大行动  ,代号阿莱克斯,O·J·辛普森,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2514817171.jpg,约瑟夫·梅西,动作/惊悚/冒险,英语,美国,1993/1/20,维克特马勒为恶名昭彰的国际犯罪组织首领，当他的组织危害到国家安全时，中情局探员马克（Lorenzo Lamas）决心要逮捕马勒，瓦解其组织。马勒有个得意门生艾丽克莎（Kathleen Kinmont，「欲望阶梯」），于是马克打算绑架艾丽克莎，希望能够感化她，使其迷途知返，帮助瓦解这个无恶不做的组织。此外，流氓警察（O.J. Simpson，「站在子弹上的男人」）也愿意挺身而出，助马克一臂之力。马克与艾丽克莎最后要直捣贼窟，遭遇了不少高科技杀手的顽强抵抗。
奇异夫妇  ,露水夫妇,山下敦弘/嘉那蕾音/叶月萤/爱染恭子,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2196250301.jpg,元木隆史,剧情/情色,日语,日本,2005/7/2,日本2004年元木隆史执导的18禁情色电视影集中的一集剧场版，山本刚史、叶月萤、山下敦弘主演，描写一个只有在野外才同意和丈夫**的女人与丈夫间神魂颠倒的激情故事。
平成破廉耻学园  ,,松田千奈/山口祥行/今川杉作/水谷ケイ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2152342551.jpg,村松弘之,喜剧/情色,日语,日本,1996/2/2,学園で繰り広げられるエロティックな騒動を描いたコメディ作品。腹上死した校長のその一部始終を収めた裏ビデオが出回り、教育Ｇメンの山岸らは真相究明に乗り出すが……。
